delivery_delay,payment_value,price,customer_state_SP,product_category_bed_bath_table,review_score
-13.0,61.84,49.99,True,True,3.0
-11.0,1250.42,1199.99,False,False,5.0
10.0,45.22,29.99,False,False,1.0
-9.0,274.26,260.0,True,False,2.0
-14.0,300.28,289.9,True,False,2.0
-22.0,98.51,84.9,True,False,3.0
-30.0,100.96,86.99,False,False,4.0
-15.0,143.27,104.99,False,False,5.0
-6.0,41.11,25.0,False,False,4.0
-24.0,34.44,20.0,False,False,5.0
5.0,36.45,28.99,True,False,1.0
-13.0,173.27,149.9,False,False,5.0
-9.0,36.49,24.75,True,False,5.0
-47.0,105.66,19.99,False,False,1.0
-47.0,105.66,19.99,False,False,1.0
-47.0,105.66,19.99,False,False,1.0
-5.0,105.28,89.9,False,True,5.0
-10.0,163.56,69.9,True,False,5.0
-10.0,163.56,69.9,True,False,5.0
-9.0,64.44,49.99,False,False,5.0
-36.0,137.99,119.99,True,False,1.0
-12.0,95.52,39.49,True,False,1.0
-12.0,95.52,39.49,True,False,1.0
-39.0,108.2,89.99,False,False,5.0
-11.0,385.86,362.45,False,False,5.0
-4.0,314.04,79.99,False,False,5.0
-4.0,314.04,79.99,False,False,5.0
-4.0,314.04,79.99,False,False,5.0
-18.0,92.2,29.99,False,False,5.0
-18.0,92.2,29.99,False,False,5.0
-14.0,72.79,45.9,False,True,3.0
-9.0,294.32,129.34,True,False,4.0
-9.0,294.32,129.34,True,True,4.0
-9.0,294.32,129.34,True,False,3.0
-9.0,294.32,129.34,True,True,3.0
-12.0,43.0,27.9,False,False,5.0
-9.0,45.29,32.5,True,False,3.0
7.0,51.09,36.99,False,False,5.0
-2.0,183.74,159.9,True,True,5.0
8.0,128.08,89.9,False,False,3.0
-7.0,105.56,93.0,True,False,5.0
-13.0,63.69,46.9,False,False,5.0
-13.0,63.69,46.9,False,False,5.0
-6.0,408.56,289.9,True,False,5.0
-6.0,408.56,99.0,True,False,5.0
-2.0,139.61,124.99,True,False,4.0
-4.0,148.15,129.99,False,False,1.0
-8.0,155.05,139.9,False,False,2.0
-14.0,364.82,339.9,True,False,4.0
1.0,118.93,99.0,True,False,4.0
-20.0,179.51,150.0,False,False,5.0
-19.0,266.5,250.0,False,False,5.0
-20.0,231.33,183.0,False,False,5.0
-12.0,111.9,85.0,False,False,5.0
21.0,1426.57,815.0,False,False,2.0
21.0,1426.57,569.0,False,False,2.0
-9.0,75.08,59.9,False,False,5.0
1.0,186.95,170.0,False,False,5.0
-28.0,18.25,46.0,False,False,5.0
-28.0,50.0,46.0,False,False,5.0
-21.0,60.85,49.0,True,False,5.0
-16.0,237.47,215.56,False,False,4.0
-10.0,62.98,39.9,False,False,5.0
-7.0,206.43,185.89,False,False,5.0
-17.0,54.42,39.9,False,False,4.0
-19.0,172.96,155.9,True,False,5.0
-7.0,32.77,24.9,True,False,5.0
-38.0,174.99,159.0,False,False,4.0
-10.0,39.0,24.9,False,False,4.0
-18.0,183.61,167.0,False,False,5.0
-7.0,833.1,130.0,True,False,5.0
-7.0,833.1,130.0,True,False,5.0
-7.0,833.1,130.0,True,False,5.0
-7.0,833.1,130.0,True,False,5.0
-7.0,833.1,130.0,True,False,5.0
-7.0,833.1,130.0,True,False,5.0
-22.0,81.49,25.99,False,False,1.0
-22.0,81.49,19.0,False,False,1.0
-18.0,107.95,79.0,False,False,4.0
-9.0,56.29,43.5,True,False,5.0
-4.0,65.5,48.9,False,False,5.0
-11.0,88.08,75.0,True,False,4.0
-8.0,143.92,129.99,True,False,4.0
-13.0,270.54,255.0,True,False,5.0
-6.0,29.32,59.99,False,False,5.0
-6.0,50.0,59.99,False,False,5.0
-14.0,180.3,167.0,False,False,5.0
-15.0,137.99,119.9,False,True,5.0
-24.0,175.88,165.9,True,False,5.0
-53.0,334.01,299.99,False,False,5.0
-8.0,76.62,67.9,True,False,5.0
-4.0,69.44,49.9,False,False,5.0
-14.0,191.13,139.65,False,False,5.0
-20.0,186.1,122.99,True,False,4.0
-20.0,179.35,131.9,False,False,1.0
-7.0,236.7,110.32,True,False,5.0
-7.0,236.7,110.32,True,False,5.0
-10.0,19.62,10.9,True,False,3.0
-21.0,97.11,85.9,True,False,4.0
-9.0,387.8,370.0,True,False,5.0
-16.0,53.35,35.0,False,False,4.0
-17.0,202.98,189.0,True,False,5.0
-12.0,27.68,19.9,True,False,4.0
-20.0,193.65,159.0,True,False,5.0
-6.0,99.73,88.5,True,False,4.0
-7.0,20.83,21.9,False,False,4.0
-7.0,20.83,21.9,False,False,4.0
-7.0,64.57,21.9,False,False,4.0
-7.0,64.57,21.9,False,False,4.0
-24.0,75.23,59.99,True,False,5.0
-38.0,171.0,149.9,False,False,4.0
-11.0,67.01,51.9,True,False,4.0
-12.0,37.77,29.99,True,False,5.0
-24.0,34.23,16.0,False,False,5.0
-17.0,144.75,127.42,False,False,5.0
-4.0,62.98,49.9,True,False,5.0
-9.0,48.3,29.99,False,False,2.0
-22.0,88.27,69.9,False,False,5.0
-8.0,119.48,39.9,False,False,1.0
-8.0,119.48,39.9,False,False,1.0
-19.0,70.44,15.9,False,False,5.0
-19.0,70.44,15.9,False,False,5.0
-20.0,104.8,72.0,True,False,5.0
-5.0,115.81,89.9,False,True,5.0
-14.0,75.07,59.9,False,True,5.0
-14.0,232.47,63.9,True,False,5.0
-14.0,232.47,63.9,True,False,5.0
-14.0,232.47,63.9,True,False,5.0
-10.0,551.49,529.9,True,False,5.0
-13.0,65.77,57.99,True,False,5.0
-17.0,142.49,99.0,True,False,5.0
-15.0,50.0,165.0,False,False,5.0
-15.0,144.55,165.0,False,False,5.0
-34.0,102.17,79.9,False,False,5.0
-21.0,109.17,64.9,False,False,1.0
-21.0,109.17,14.99,False,False,1.0
-13.0,149.89,135.9,True,False,5.0
-13.0,325.41,229.0,False,False,5.0
8.0,129.0,109.0,False,False,3.0
-6.0,76.76,59.9,False,False,4.0
-8.0,97.54,69.99,False,False,5.0
-11.0,105.28,89.9,False,False,5.0
-5.0,72.06,50.0,False,False,4.0
-17.0,66.07,42.97,False,False,4.0
-5.0,95.69,79.5,True,False,5.0
-6.0,60.72,52.0,True,False,5.0
-15.0,116.36,99.9,False,False,5.0
-4.0,89.19,76.1,True,False,1.0
-18.0,484.94,448.0,False,False,5.0
-6.0,109.5,99.99,True,False,1.0
-14.0,92.18,80.99,True,False,5.0
-1.0,134.59,99.9,False,False,5.0
-10.0,48.77,41.99,True,False,5.0
-8.0,187.76,76.9,False,False,3.0
-8.0,187.76,76.9,False,False,3.0
-18.0,94.23,79.5,True,False,5.0
-9.0,37.77,29.99,True,False,4.0
-3.0,165.13,149.99,True,False,5.0
-3.0,258.23,220.0,False,False,3.0
-4.0,151.49,120.0,False,False,4.0
-7.0,101.74,83.9,False,False,5.0
-9.0,118.55,97.47,False,False,5.0
0.0,78.36,64.89,True,False,4.0
-17.0,111.21,99.9,False,False,3.0
-16.0,40.0,24.9,False,False,4.0
-8.0,74.29,59.0,False,False,3.0
-7.0,132.82,116.9,False,False,5.0
-12.0,131.16,109.9,False,False,5.0
-18.0,164.58,139.99,True,False,5.0
-13.0,80.75,65.0,False,False,5.0
-11.0,62.47,49.99,False,False,5.0
-6.0,59.87,45.97,True,False,4.0
-10.0,115.24,90.48,False,False,5.0
-5.0,61.4,44.9,True,True,5.0
-15.0,101.64,87.9,True,False,5.0
-4.0,66.69,49.9,False,False,5.0
-3.0,37.69,24.9,True,False,5.0
-36.0,369.78,349.9,False,False,5.0
-8.0,234.46,219.9,True,False,5.0
-11.0,29.27,20.0,True,False,4.0
-7.0,131.61,113.57,False,True,4.0
-12.0,103.55,89.9,True,True,5.0
6.0,35.79,23.0,True,False,1.0
-19.0,138.52,119.8,False,False,3.0
-6.0,197.29,145.77,False,False,5.0
-8.0,100.66,24.9,True,False,4.0
-8.0,100.66,49.7,True,False,4.0
0.0,316.85,299.99,True,False,5.0
9.0,345.53,318.99,True,False,1.0
4.0,77.57,59.9,False,False,2.0
-4.0,163.13,148.0,True,False,5.0
-8.0,73.16,54.9,False,False,5.0
-4.0,205.92,18.0,False,False,4.0
-4.0,205.92,18.0,False,False,4.0
-4.0,205.92,18.0,False,False,4.0
-4.0,205.92,18.0,False,False,4.0
-4.0,205.92,18.0,False,False,4.0
-4.0,205.92,18.0,False,False,4.0
-14.0,128.62,99.0,False,False,4.0
-10.0,695.99,550.0,False,False,4.0
-15.0,188.73,176.0,True,False,5.0
-9.0,115.35,104.0,True,False,5.0
-13.0,107.77,82.99,False,True,4.0
-13.0,23.88,16.49,True,False,5.0
1.0,107.78,89.9,False,True,3.0
1.0,107.78,89.9,False,True,1.0
-17.0,135.49,119.9,False,False,4.0
-23.0,73.88,148.0,False,True,5.0
-23.0,100.0,148.0,False,True,5.0
15.0,325.73,289.9,False,False,1.0
-8.0,77.56,59.89,False,False,4.0
-23.0,33.48,20.0,True,False,4.0
-3.0,220.28,210.0,True,False,1.0
-24.0,60.42,45.9,False,False,1.0
-9.0,14.13,6.35,True,False,4.0
-23.0,111.58,34.99,False,False,1.0
-23.0,111.58,34.99,False,False,1.0
-20.0,103.02,85.0,False,False,5.0
-9.0,185.94,169.0,False,False,5.0
-17.0,139.61,124.99,True,False,5.0
-4.0,96.96,84.99,True,False,4.0
-10.0,219.3,199.8,False,False,5.0
-11.0,115.04,97.65,True,False,5.0
7.0,94.74,66.99,True,False,1.0
-6.0,251.5,240.9,True,False,5.0
-9.0,1203.68,1150.0,False,False,1.0
-14.0,127.01,109.0,False,False,5.0
13.0,146.69,122.9,False,True,1.0
-18.0,119.79,99.9,False,False,3.0
-7.0,277.25,259.0,False,False,4.0
-17.0,168.36,129.9,True,False,4.0
-6.0,77.57,59.9,False,False,4.0
-7.0,31.39,24.0,True,False,5.0
-22.0,71.04,54.9,False,False,5.0
21.0,125.42,109.9,False,False,5.0
-7.0,464.86,212.4,False,False,3.0
-7.0,464.86,212.4,False,False,3.0
-14.0,53.54,44.9,True,True,5.0
-6.0,80.01,62.0,False,False,3.0
-12.0,152.64,38.9,True,False,3.0
-12.0,152.64,84.98,True,False,3.0
-10.0,50.53,32.9,False,False,1.0
-32.0,204.49,189.0,False,False,4.0
-2.0,197.64,82.0,False,False,3.0
-2.0,197.64,82.0,False,False,3.0
-2.0,74.57,61.89,False,False,5.0
-15.0,104.87,89.49,False,False,4.0
-8.0,630.06,190.0,False,False,1.0
-8.0,630.06,190.0,False,False,1.0
-8.0,630.06,190.0,False,False,1.0
-14.0,370.8,59.0,False,False,5.0
-14.0,370.8,59.0,False,False,5.0
-14.0,370.8,59.0,False,False,5.0
-14.0,370.8,59.0,False,False,5.0
-14.0,370.8,59.0,False,False,5.0
-20.0,113.18,99.15,False,False,5.0
-21.0,46.25,19.36,False,False,5.0
-7.0,53.01,37.9,False,False,4.0
-8.0,59.5,17.9,True,True,3.0
-8.0,59.5,17.9,True,True,3.0
-16.0,47.32,19.9,False,False,5.0
-6.0,52.38,44.99,True,False,4.0
-13.0,110.95,79.0,True,False,4.0
-1.0,93.3,79.0,False,False,4.0
0.0,69.16,59.99,True,False,5.0
-25.0,85.04,69.8,False,False,4.0
-2.0,39.62,21.99,False,True,1.0
-15.0,243.4,105.0,False,False,3.0
-15.0,243.4,105.0,False,False,3.0
-24.0,245.45,179.96,False,False,5.0
-17.0,229.8,89.0,False,False,4.0
-17.0,229.8,89.0,False,False,4.0
-9.0,50.95,39.99,False,False,5.0
-13.0,126.39,109.99,True,True,5.0
-25.0,1355.73,1309.99,False,False,5.0
-22.0,117.85,99.9,False,True,4.0
-8.0,161.86,144.41,False,False,1.0
-11.0,69.9,69.9,False,False,5.0
-25.0,45.52,31.0,False,False,5.0
-14.0,115.45,100.0,True,False,4.0
0.0,81.6,63.9,False,False,1.0
-10.0,241.62,215.56,True,False,5.0
-22.0,53.9,18.9,False,False,2.0
-4.0,201.55,179.9,False,False,5.0
-21.0,105.07,84.99,False,False,4.0
-8.0,45.96,28.9,False,False,4.0
-10.0,99.65,79.9,False,False,4.0
-15.0,102.64,89.0,True,False,5.0
-25.0,49.73,26.5,False,False,3.0
-15.0,57.51,42.99,False,False,3.0
6.0,58.62,49.9,True,False,1.0
-15.0,71.82,59.9,True,True,3.0
-7.0,252.35,234.0,True,False,5.0
-14.0,109.41,99.9,True,False,5.0
-19.0,57.16,38.79,False,True,4.0
-15.0,75.45,61.9,True,False,4.0
-16.0,178.71,164.9,True,False,5.0
-21.0,328.67,249.9,False,False,5.0
-42.0,156.68,139.0,False,False,5.0
-3.0,70.49,55.0,False,False,5.0
-13.0,103.26,95.0,True,False,4.0
-11.0,89.38,72.9,False,False,5.0
-21.0,174.36,129.0,False,False,5.0
-20.0,117.07,89.9,False,False,4.0
-10.0,128.0,43.8,True,True,5.0
-10.0,128.0,54.9,True,True,5.0
-10.0,119.04,109.9,False,False,5.0
-4.0,58.62,49.9,True,False,5.0
-23.0,204.88,173.0,False,False,3.0
-7.0,32.7,19.9,True,True,3.0
-13.0,77.57,59.9,False,False,3.0
-11.0,51.72,38.79,True,True,5.0
-9.0,27.77,19.99,True,False,4.0
-3.0,298.5,37.9,True,False,1.0
-3.0,298.5,37.9,True,False,1.0
-3.0,298.5,37.9,True,False,1.0
-3.0,298.5,37.9,True,False,1.0
-3.0,298.5,37.9,True,False,1.0
-3.0,298.5,37.9,True,False,1.0
-9.0,55.24,45.9,True,True,4.0
-20.0,79.5,59.89,False,False,5.0
-1.0,111.76,97.0,False,False,5.0
-15.0,135.58,117.48,False,False,5.0
-14.0,311.1,299.99,False,False,5.0
-7.0,114.44,99.0,True,False,4.0
-25.0,30.45,29.9,True,False,1.0
-25.0,14.55,29.9,True,False,1.0
-6.0,592.18,276.9,True,False,4.0
-6.0,592.18,276.9,True,False,4.0
9.0,200.33,159.94,False,False,1.0
-22.0,262.03,239.9,False,True,5.0
-23.0,846.52,399.0,False,False,1.0
-23.0,846.52,399.0,False,False,1.0
-12.0,159.03,144.9,True,True,5.0
-8.0,88.27,69.9,False,False,5.0
-14.0,50.31,30.99,False,False,5.0
-9.0,196.81,177.99,False,False,4.0
6.0,101.73,89.9,True,False,1.0
-15.0,110.32,95.34,True,False,5.0
-26.0,86.93,40.5,False,False,4.0
-21.0,266.14,238.0,False,False,5.0
16.0,29.88,12.25,False,False,2.0
-12.0,1034.37,999.0,True,False,4.0
-37.0,340.0,259.0,False,False,5.0
-37.0,40.2,259.0,False,False,5.0
-10.0,53.1,38.0,False,False,5.0
-20.0,76.08,59.9,False,False,5.0
-7.0,102.73,85.0,True,False,1.0
-10.0,91.16,75.0,True,False,5.0
-19.0,257.43,239.99,False,False,5.0
-13.0,30.13,14.9,False,False,5.0
-15.0,109.84,95.0,False,False,4.0
-28.0,57.23,39.0,False,False,5.0
-16.0,355.51,295.0,False,False,4.0
-4.0,270.06,29.9,False,False,3.0
-4.0,270.06,29.9,False,False,3.0
-4.0,270.06,29.9,False,False,3.0
-4.0,270.06,29.9,False,False,3.0
-4.0,270.06,29.9,False,False,3.0
-4.0,270.06,29.9,False,False,3.0
-8.0,90.0,29.9,False,False,5.0
-8.0,90.0,29.9,False,False,5.0
0.0,186.44,84.89,True,False,1.0
0.0,186.44,84.89,True,False,1.0
21.0,172.4,152.0,True,False,2.0
-25.0,103.9,88.53,True,False,5.0
-10.0,93.48,79.9,True,True,4.0
0.0,393.51,369.0,False,False,1.0
3.0,60.52,52.0,True,False,3.0
-10.0,98.61,79.9,False,False,5.0
-20.0,131.51,115.0,False,False,5.0
-10.0,78.93,64.9,True,False,5.0
-17.0,287.76,249.99,False,False,4.0
-8.0,99.2,85.0,True,False,5.0
-16.0,106.17,92.5,True,False,1.0
-13.0,670.2,639.0,True,False,5.0
-18.0,360.85,50.0,True,False,1.0
-18.0,360.85,50.0,True,False,1.0
-18.0,360.85,50.0,True,False,1.0
-18.0,360.85,50.0,True,False,1.0
-18.0,360.85,50.0,True,False,1.0
-13.0,62.79,50.0,True,False,5.0
-5.0,63.74,54.4,True,False,5.0
-9.0,281.82,255.0,False,False,4.0
-4.0,184.03,165.0,False,False,5.0
-19.0,233.36,99.9,True,True,4.0
-19.0,233.36,99.9,True,False,4.0
-31.0,166.72,151.0,False,False,5.0
-20.0,43.25,24.97,False,False,5.0
-11.0,73.43,59.99,True,False,4.0
-14.0,132.03,119.99,True,False,5.0
-29.0,543.29,399.0,False,False,5.0
-14.0,103.55,89.9,True,False,1.0
8.0,55.41,33.0,False,False,1.0
-15.0,82.98,69.9,True,False,4.0
-9.0,162.85,149.9,True,False,5.0
-13.0,262.51,219.9,False,False,5.0
-11.0,116.79,99.9,False,False,5.0
-17.0,131.47,109.9,False,False,5.0
-18.0,133.25,109.9,False,False,3.0
-21.0,103.33,79.9,False,False,5.0
-9.0,104.28,89.9,False,False,5.0
-6.0,42.5,330.0,True,False,5.0
-6.0,297.57,330.0,True,False,5.0
-6.0,54.19,45.9,True,False,4.0
-6.0,27.39,19.99,True,False,5.0
-45.0,421.39,67.0,False,False,4.0
-45.0,421.39,67.0,False,False,4.0
-45.0,421.39,39.99,False,False,4.0
-45.0,421.39,67.0,False,False,4.0
-45.0,421.39,90.0,False,False,4.0
-12.0,67.0,35.9,False,False,5.0
-13.0,55.6,39.49,True,False,5.0
-22.0,50.82,38.97,True,False,5.0
-28.0,45.3,29.99,False,False,4.0
-33.0,143.45,125.0,False,False,4.0
0.0,64.01,50.99,True,False,1.0
-18.0,136.49,119.4,False,False,5.0
-2.0,36.35,24.5,True,False,5.0
-9.0,17.77,9.99,True,False,1.0
-6.0,39.82,21.9,False,False,5.0
0.0,40.95,29.99,True,False,3.0
-5.0,66.03,53.0,True,False,5.0
-12.0,21.12,85.0,True,True,5.0
-12.0,21.12,85.0,True,True,5.0
-12.0,21.12,85.0,True,True,5.0
-12.0,21.12,85.0,True,True,5.0
-12.0,16.9,85.0,True,True,5.0
-12.0,16.9,85.0,True,True,5.0
-12.0,8.09,85.0,True,True,5.0
-12.0,8.09,85.0,True,True,5.0
-12.0,29.57,85.0,True,True,5.0
-12.0,29.57,85.0,True,True,5.0
-18.0,271.24,119.9,True,False,1.0
-18.0,271.24,119.9,True,False,1.0
-15.0,73.34,59.9,True,False,4.0
-20.0,112.12,84.99,False,False,4.0
-13.0,211.87,189.9,True,False,4.0
-19.0,182.3,164.9,False,False,5.0
-14.0,249.18,231.8,False,True,3.0
-15.0,545.17,479.99,True,False,5.0
-8.0,107.78,89.9,False,True,3.0
-18.0,91.0,84.0,True,True,5.0
0.0,233.87,219.0,False,False,1.0
-9.0,31.75,19.9,True,False,2.0
-7.0,373.17,349.9,True,False,5.0
-21.0,290.86,249.9,False,False,5.0
-14.0,156.72,138.5,True,False,5.0
6.0,340.02,299.0,False,False,1.0
-14.0,42.11,26.0,False,False,3.0
-14.0,42.11,26.0,False,False,4.0
-14.0,42.11,26.0,False,False,3.0
-15.0,244.65,225.0,True,False,5.0
-18.0,147.14,112.99,False,False,3.0
-6.0,41.84,29.99,True,False,4.0
-10.0,62.17,52.9,True,False,4.0
-8.0,93.66,75.25,False,False,5.0
-9.0,330.31,299.9,False,False,1.0
-12.0,106.16,89.9,True,True,5.0
0.0,1949.52,309.0,False,False,1.0
0.0,1949.52,309.0,False,False,1.0
0.0,1949.52,309.0,False,False,1.0
0.0,1949.52,309.0,False,False,1.0
0.0,1949.52,309.0,False,False,1.0
0.0,1949.52,309.0,False,False,1.0
-9.0,121.38,110.0,True,False,5.0
-21.0,36.13,17.9,False,False,5.0
-9.0,293.25,259.99,False,False,5.0
-14.0,63.23,45.6,False,False,3.0
-9.0,85.14,69.9,False,True,3.0
-14.0,46.74,32.64,False,False,5.0
-1.0,67.06,45.0,False,False,5.0
-10.0,380.68,360.9,False,False,1.0
-10.0,312.82,139.0,True,False,5.0
-10.0,312.82,139.0,True,False,5.0
9.0,2035.86,1999.99,False,False,1.0
-21.0,90.88,69.9,False,False,5.0
-8.0,142.2,129.9,True,False,3.0
-18.0,74.62,59.0,False,False,4.0
-25.0,199.49,179.0,False,False,5.0
-8.0,90.88,69.9,False,False,4.0
16.0,66.67,49.0,False,False,1.0
-21.0,58.95,35.9,True,False,3.0
20.0,504.09,368.9,True,False,1.0
-21.0,372.64,345.0,False,False,5.0
0.0,142.19,113.0,False,False,1.0
-18.0,55.11,39.0,True,False,5.0
-13.0,159.48,89.0,True,False,5.0
-13.0,159.48,45.0,True,False,5.0
0.0,54.0,39.9,False,False,1.0
-8.0,51.53,25.9,False,False,5.0
-24.0,893.0,869.0,False,False,5.0
-6.0,67.53,41.9,False,True,4.0
-15.0,116.66,99.99,False,False,5.0
-9.0,103.8,14.99,True,False,5.0
-9.0,103.8,14.99,True,False,5.0
-9.0,103.8,14.99,True,False,5.0
-9.0,103.8,14.99,True,False,5.0
-15.0,99.8,84.9,True,True,3.0
-3.0,334.02,299.9,False,False,5.0
-16.0,116.45,99.99,False,False,5.0
-19.0,206.0,179.9,True,False,5.0
-20.0,96.9,79.9,False,False,5.0
-34.0,64.31,44.99,False,True,5.0
-15.0,215.25,195.99,True,True,5.0
-14.0,108.0,39.9,False,False,5.0
-14.0,108.0,39.9,False,False,5.0
-3.0,24.01,15.9,False,False,2.0
-10.0,29.68,21.9,True,False,5.0
-14.0,49.77,41.99,True,False,3.0
-9.0,264.59,245.0,False,False,5.0
-22.0,43.78,26.18,False,False,5.0
-15.0,174.04,159.9,True,True,5.0
-10.0,195.0,174.9,True,False,5.0
-20.0,139.32,130.0,True,False,1.0
-7.0,92.57,79.0,True,False,5.0
-6.0,80.3,68.8,True,False,5.0
-5.0,349.76,134.0,False,False,4.0
-5.0,349.76,150.0,False,False,4.0
-24.0,35.69,19.9,False,False,5.0
-11.0,211.11,194.99,True,False,3.0
-16.0,42.75,30.9,True,True,5.0
-19.0,116.06,102.9,True,False,5.0
-24.0,196.1,179.99,False,False,5.0
-10.0,36.1,19.99,False,False,4.0
-21.0,324.64,239.9,False,False,5.0
-21.0,324.64,52.5,False,False,5.0
-19.0,168.36,129.9,True,False,5.0
-18.0,167.29,149.0,False,False,4.0
1.0,180.21,159.9,True,False,1.0
-9.0,63.55,55.0,True,False,5.0
-13.0,169.7,153.0,True,True,5.0
-22.0,165.04,69.9,True,False,5.0
-22.0,165.04,69.9,True,False,5.0
-10.0,81.21,65.0,False,False,5.0
-7.0,66.78,49.0,False,False,4.0
-10.0,162.77,148.0,False,False,5.0
-11.0,194.39,76.49,False,False,1.0
-11.0,194.39,87.26,False,False,1.0
-34.0,192.9,174.9,True,False,1.0
-1.0,65.48,49.92,False,False,5.0
-22.0,142.19,113.0,False,False,5.0
-10.0,44.99,25.9,False,False,5.0
-14.0,143.39,129.9,True,True,5.0
-16.0,113.86,99.0,False,False,4.0
-12.0,138.74,119.0,False,False,5.0
-5.0,55.24,45.9,True,True,5.0
-22.0,75.72,59.6,False,False,5.0
-14.0,161.77,146.0,False,False,3.0
-9.0,330.11,315.0,True,False,5.0
-15.0,120.65,89.0,True,False,2.0
-14.0,150.75,134.99,False,False,3.0
-19.0,41.79,25.0,False,False,5.0
-10.0,52.69,39.9,True,False,5.0
-5.0,334.48,319.9,True,False,4.0
-3.0,87.39,65.0,False,False,5.0
-14.0,138.74,119.0,False,False,5.0
11.0,67.62,49.99,False,False,1.0
-8.0,138.79,124.9,True,True,5.0
-16.0,125.0,79.98,False,False,4.0
-10.0,377.27,360.0,False,False,4.0
-8.0,174.2,159.0,True,False,5.0
-3.0,36.35,24.5,True,False,5.0
-14.0,73.65,57.49,False,False,3.0
26.0,352.95,245.0,False,False,3.0
0.0,131.43,105.0,False,False,5.0
-18.0,124.4,109.9,True,False,5.0
-14.0,149.88,56.97,False,False,4.0
-14.0,149.88,56.97,False,False,4.0
-3.0,65.0,49.9,False,False,4.0
-14.0,65.81,49.7,True,False,5.0
-15.0,43.88,35.0,True,False,4.0
-13.0,265.94,120.0,True,False,4.0
-13.0,265.94,120.0,True,False,4.0
-7.0,121.14,112.0,True,False,4.0
-13.0,100.0,149.0,False,False,5.0
-13.0,83.8,149.0,False,False,5.0
40.0,139.52,119.99,False,False,1.0
-11.0,49.0,33.9,False,False,5.0
-20.0,368.82,339.9,False,False,5.0
-1.0,104.93,96.99,True,False,5.0
-13.0,86.15,69.9,True,False,5.0
6.0,90.28,76.0,False,False,3.0
-20.0,309.16,259.9,False,True,5.0
-34.0,255.63,129.99,False,False,2.0
-34.0,255.63,149.99,False,False,2.0
-34.0,64.2,129.99,False,False,2.0
-34.0,64.2,149.99,False,False,2.0
-34.0,1.12,129.99,False,False,2.0
-34.0,1.12,149.99,False,False,2.0
-22.0,100.38,39.9,False,False,5.0
-22.0,100.38,26.9,False,False,5.0
-11.0,89.56,45.0,True,False,5.0
-11.0,89.56,29.0,True,False,5.0
-13.0,129.98,115.0,True,False,1.0
-8.0,89.96,69.9,False,False,1.0
-17.0,654.41,599.0,False,False,5.0
-17.0,154.86,139.8,True,False,5.0
-6.0,24.77,16.5,True,False,3.0
-21.0,107.81,85.5,False,False,5.0
-15.0,234.56,220.0,True,False,3.0
-11.0,52.93,30.0,False,False,4.0
-18.0,356.45,336.0,False,False,5.0
0.0,112.42,99.99,True,False,5.0
-8.0,55.09,39.99,False,False,3.0
-20.0,105.3,79.9,False,False,4.0
-2.0,46.78,39.0,True,False,4.0
-14.0,145.79,130.0,False,False,5.0
-5.0,21.77,13.99,True,False,4.0
-19.0,158.98,139.9,False,False,1.0
-16.0,148.47,129.99,False,False,5.0
-3.0,91.24,82.5,True,False,5.0
-18.0,144.99,99.0,False,False,5.0
-21.0,319.44,292.9,False,False,5.0
-22.0,150.73,127.9,False,False,5.0
-10.0,67.11,52.0,False,False,2.0
-5.0,163.34,149.0,True,False,5.0
-7.0,103.2,89.0,True,False,5.0
9.0,159.6,119.99,True,False,1.0
-3.0,114.53,89.9,False,False,5.0
7.0,54.62,28.99,False,False,3.0
-14.0,67.3,53.9,True,False,5.0
-14.0,66.14,48.0,True,False,5.0
-14.0,111.39,99.49,True,False,5.0
-13.0,233.93,199.0,True,False,4.0
0.0,56.63,39.0,False,False,3.0
-19.0,56.13,37.9,True,False,5.0
-15.0,170.0,129.9,True,False,5.0
-18.0,105.37,89.99,False,False,5.0
-16.0,761.82,739.9,True,False,5.0
-6.0,160.3,58.9,False,False,2.0
-6.0,160.3,58.9,False,False,2.0
-10.0,343.71,325.0,False,False,5.0
-18.0,37.77,29.99,True,False,5.0
-18.0,156.22,138.0,False,True,5.0
-8.0,83.17,73.9,True,False,5.0
-26.0,39.62,21.99,False,False,5.0
-19.0,132.48,117.9,True,False,5.0
-24.0,38.23,20.0,False,False,5.0
-3.0,281.36,69.9,False,False,1.0
-3.0,281.36,85.0,False,False,1.0
-3.0,281.36,69.9,False,False,1.0
-16.0,77.89,59.9,False,False,5.0
-32.0,50.86,39.9,False,False,5.0
7.0,66.69,59.3,True,False,1.0
-19.0,45.71,29.6,False,False,5.0
-14.0,108.16,93.9,True,False,4.0
-14.0,40.69,27.9,True,False,5.0
3.0,36.46,29.0,True,False,1.0
-14.0,130.0,99.0,True,False,5.0
-16.0,281.96,254.9,False,False,5.0
-7.0,376.76,350.0,True,False,5.0
-8.0,100.34,84.99,False,False,5.0
-14.0,124.22,52.11,False,True,1.0
-14.0,124.22,42.9,False,False,1.0
-13.0,93.7,35.0,True,False,1.0
-13.0,93.7,35.0,True,False,1.0
-24.0,55.05,43.2,True,False,5.0
-14.0,28.59,15.9,True,False,5.0
-28.0,2217.99,2199.99,False,False,4.0
-12.0,74.05,59.9,False,False,5.0
-11.0,27.75,13.65,False,False,5.0
-13.0,97.8,85.99,True,True,3.0
-16.0,64.51,52.64,True,True,5.0
-9.0,133.28,49.0,False,False,5.0
-9.0,133.28,49.0,False,False,5.0
